Vrsta	Species_binomial	Genus	Statusi	BOLD_ITS2_status
Gyroweisia tenuis (Hedw.) Schimp.	Gyroweisia tenuis	Gyroweisia	13	MATCHED
Hainardia cylindrica (Willd.) Greuter	Hainardia cylindrica	Hainardia	14	MATCHED
Halimeda tuna (J. Ellis &amp; Solander) J.V. Lamouroux, 1816	Halimeda tuna	Halimeda		MATCHED
Hamatocaulis vernicosus (Mitt.) Hedenäs	Hamatocaulis vernicosus	Hamatocaulis	7, 25, 27, 34, 50, 51	MATCHED
Hammarbya paludosa (L.) Kuntze	Hammarbya paludosa	Hammarbya	12, 25, 27	MATCHED
Harpanthus flotovianus (Nees) Nees	Harpanthus flotovianus	Harpanthus		MATCHED
Harpanthus scutatus (F. Weber &amp; D. Mohr) Spruce	Harpanthus scutatus	Harpanthus		MATCHED
Hedera helix L.	Hedera helix	Hedera		MATCHED
Hedysarum hedysaroides (L.) Schinz &amp; Thell. [s.l.]	Hedysarum hedysaroides	Hedysarum		MATCHED
Helianthemum nummularium (L.) Mill. [s.l.]	Helianthemum nummularium	Helianthemum		MATCHED
Helianthus annuus L.	Helianthus annuus	Helianthus		MATCHED
Helianthus tuberosus L.	Helianthus tuberosus	Helianthus		MATCHED
Helichrysum italicum (Roth) G. Don	Helichrysum italicum	Helichrysum		MATCHED
Heliosperma alpestre (Jacq.) Griseb.	Heliosperma alpestre	Heliosperma		MATCHED
Heliosperma pusillum (Waldts. &amp; Kit.) Rchb.	Heliosperma pusillum	Heliosperma		MATCHED
Heliotropium europaeum L.	Heliotropium europaeum	Heliotropium		MATCHED
Helleborus multifidus Vis. [s. l.]	Helleborus multifidus	Helleborus	25, 30	MATCHED
Helosciadium repens (Jacq.) W.D.J. Koch	Helosciadium repens	Helosciadium	12, 25, 27, 34, 50, 51	MATCHED
Hemerocallis fulva (L.) L.	Hemerocallis fulva	Hemerocallis		MATCHED
Hemerocallis lilioasphodelus L.	Hemerocallis lilioasphodelus	Hemerocallis	13, 25, 27	MATCHED
Hennediella heimii (Hedw.) R. H. Zander	Hennediella heimii	Hennediella	14	MATCHED
Hepatica nobilis Mill.	Hepatica nobilis	Hepatica		MATCHED
Heracleum mantegazzianum Sommier &amp; Levier	Heracleum mantegazzianum	Heracleum	5	MATCHED
Heracleum sphondylium L.	Heracleum sphondylium	Heracleum		MATCHED
Herminium monorchis (L.) R. Br.	Herminium monorchis	Herminium	13, 25, 27	MATCHED
Herniaria glabra L.	Herniaria glabra	Herniaria		MATCHED
Herniaria hirsuta L.	Herniaria hirsuta	Herniaria		MATCHED
Herzogiella seligeri (Brid.) Z. Iwats.	Herzogiella seligeri	Herzogiella		MATCHED
Herzogiella striatella (Brid.) Z. Iwats.	Herzogiella striatella	Herzogiella	14	MATCHED
Hesperis matronalis L.	Hesperis matronalis	Hesperis		MATCHED
Heterocladium heteropterum (Brid.) Schimp.	Heterocladium heteropterum	Heterocladium		MATCHED
Hibiscus syriacus L.	Hibiscus syriacus	Hibiscus		MATCHED
Hibiscus trionum L.	Hibiscus trionum	Hibiscus		MATCHED
Hieracium alpinum L.	Hieracium alpinum	Hieracium		MATCHED
Hieracium bifidum Kit. ex Hornem.	Hieracium bifidum	Hieracium		MATCHED
Hieracium caesium (Fr.) Fr.	Hieracium caesium	Hieracium		MATCHED
Hieracium caespitosum Dumort.	Hieracium caespitosum	Hieracium		MATCHED
Hieracium cymosum L.	Hieracium cymosum	Hieracium		MATCHED
Hieracium hoppeanum Schult.	Hieracium hoppeanum	Hieracium		MATCHED
Hieracium lachenalii C. C. Gmel.	Hieracium lachenalii	Hieracium		MATCHED
Hieracium laevigatum Willd.	Hieracium laevigatum	Hieracium		MATCHED
Hieracium murorum L.	Hieracium murorum	Hieracium		MATCHED
Hieracium prenanthoides Vill.	Hieracium prenanthoides	Hieracium		MATCHED
Hieracium sabaudum L.	Hieracium sabaudum	Hieracium		MATCHED
Hieracium umbellatum L.	Hieracium umbellatum	Hieracium		MATCHED
Hieracium vulgatum Fr.	Hieracium vulgatum	Hieracium		MATCHED
Hippocrepis comosa L.	Hippocrepis comosa	Hippocrepis		MATCHED
Hippophae rhamnoides L.	Hippophae rhamnoides	Hippophae	12	MATCHED
Hippuris vulgaris L.	Hippuris vulgaris	Hippuris	13	MATCHED
Hladnikia pastinacifolia Rchb.	Hladnikia pastinacifolia	Hladnikia	7, 8, 14, 25, 27, 34, 50	MATCHED
Holcus lanatus L.	Holcus lanatus	Holcus		MATCHED
Holcus mollis L.	Holcus mollis	Holcus		MATCHED
Holosteum umbellatum L.	Holosteum umbellatum	Holosteum		MATCHED
Homalia trichomanoides (Hedw.) Brid.	Homalia trichomanoides	Homalia		MATCHED
Homalothecium lutescens (Hedw.) H. Rob.	Homalothecium lutescens	Homalothecium		MATCHED
Homalothecium philippeanum (Spruce) Schimp.	Homalothecium philippeanum	Homalothecium		MATCHED
Homalothecium sericeum (Hedwig) Schimp.	Homalothecium sericeum	Homalothecium		MATCHED
Homogyne alpina (L.) Cass.	Homogyne alpina	Homogyne		MATCHED
Homogyne discolor (Jacq.) Cass.	Homogyne discolor	Homogyne		MATCHED
Homogyne sylvestris (Scop.) Cass.	Homogyne sylvestris	Homogyne		MATCHED
Homomallium incurvatum (Brid.) Loeske	Homomallium incurvatum	Homomallium		MATCHED
Hookeria lucens (Hedw.) Sm.	Hookeria lucens	Hookeria		MATCHED
Hordelymus europaeus (L.) Harz	Hordelymus europaeus	Hordelymus		MATCHED
Hordeum marinum Huds. [s.str. ]	Hordeum marinum	Hordeum		MATCHED
Hordeum murinum L. [s.str.]	Hordeum murinum	Hordeum		MATCHED
Hordeum secalinum Schreb.	Hordeum secalinum	Hordeum	14	MATCHED
Hordeum vulgare L.	Hordeum vulgare	Hordeum		MATCHED
Horminum pyrenaicum L.	Horminum pyrenaicum	Horminum	14	MATCHED
Hornungia petraea (L.) Rchb.	Hornungia petraea	Hornungia	14	MATCHED
Hottonia palustris L.	Hottonia palustris	Hottonia	13	MATCHED
Humulus lupulus L.	Humulus lupulus	Humulus		MATCHED
Humulus scandens (Lour.) Merr.	Humulus scandens	Humulus	5	MATCHED
Huperzia selago (L.) Bernh. ex Schrank &amp; C. Mart.	Huperzia selago	Huperzia	25, 29	MATCHED
Hydrocharis morsus-ranae L.	Hydrocharis morsus-ranae	Hydrocharis	13	MATCHED
Hydrocotyle vulgaris L.	Hydrocotyle vulgaris	Hydrocotyle	13	MATCHED
Hydrogonium croceum (Brid.) Jan Kučera	Hydrogonium croceum	Hydrogonium		MATCHED
Hygroamblystegium fluviatile (Hedw.) Loeske	Hygroamblystegium fluviatile	Hygroamblystegium	13	MATCHED
Hygroamblystegium tenax (Hedw.) Jenn.	Hygroamblystegium tenax	Hygroamblystegium		MATCHED
Hygroamblystegium varium (Hedw.) Mönk.	Hygroamblystegium varium	Hygroamblystegium		MATCHED
Hygrohypnella ochracea (Wilson) Ignatov &amp; Ignatova	Hygrohypnella ochracea	Hygrohypnella	13	MATCHED
Hygrohypnum luridum (Hedw.) Jenn.	Hygrohypnum luridum	Hygrohypnum		MATCHED
Hylocomiadelphus triquetrus (Hedw.) Ochyra &amp; Stebel	Hylocomiadelphus triquetrus	Hylocomiadelphus		MATCHED
Hylocomiastrum pyrenaicum (Spruce) M. Fleisch.	Hylocomiastrum pyrenaicum	Hylocomiastrum		MATCHED
Hylocomiastrum umbratum (Hedw.) M. Fleisch.	Hylocomiastrum umbratum	Hylocomiastrum		MATCHED
Hylocomium splendens (Hedw.) Schimp.	Hylocomium splendens	Hylocomium		MATCHED
Hymenoloma crispulum (Hedw.) Ochyra	Hymenoloma crispulum	Hymenoloma	14	MATCHED
Hymenostylium recurvirostrum (Hedw.) Dixon	Hymenostylium recurvirostrum	Hymenostylium		MATCHED
Hyophila involuta (Hook.) A. Jaeger	Hyophila involuta	Hyophila	12	MATCHED
Hyoscyamus niger L.	Hyoscyamus niger	Hyoscyamus		MATCHED
Hypericum androsaemum L.	Hypericum androsaemum	Hypericum		MATCHED
Hypericum barbatum Jacq.	Hypericum barbatum	Hypericum	17	MATCHED
Hypericum elodes L.	Hypericum elodes	Hypericum		MATCHED
Hypericum hirsutum L.	Hypericum hirsutum	Hypericum		MATCHED
Hypericum humifusum L.	Hypericum humifusum	Hypericum		MATCHED
Hypericum maculatum Crantz [s.l.]	Hypericum maculatum	Hypericum		MATCHED
Hypericum montanum L.	Hypericum montanum	Hypericum		MATCHED
Hypericum perforatum L. [s.l.]	Hypericum perforatum	Hypericum		MATCHED
Hypericum tetrapterum Fr.	Hypericum tetrapterum	Hypericum		MATCHED
Hypnum andoi A. J. E. Sm.	Hypnum andoi	Hypnum		MATCHED
Hypnum cupressiforme Hedw.	Hypnum cupressiforme	Hypnum		MATCHED
Hypnum jutlandicum Holmen &amp; E. Warncke	Hypnum jutlandicum	Hypnum		MATCHED
Hypochoeris glabra L.	Hypochoeris glabra	Hypochoeris		MATCHED
Hyssopus officinalis L. [s.l.]	Hyssopus officinalis	Hyssopus	14	MATCHED
Iberis amara L.	Iberis amara	Iberis		MATCHED
Iberis umbellata L.	Iberis umbellata	Iberis		MATCHED
Ilex aquifolium L.	Ilex aquifolium	Ilex	18, 25	MATCHED
Imbribryum alpinum (With.) N. Pedersen	Imbribryum alpinum	Imbribryum		MATCHED
Imbribryum muehlenbeckii (Bruch &amp; Schimp.) N. Pedersen	Imbribryum muehlenbeckii	Imbribryum		MATCHED
Impatiens balfourii Hook. f.	Impatiens balfourii	Impatiens		MATCHED
Impatiens balsamina L.	Impatiens balsamina	Impatiens		MATCHED
Impatiens glandulifera Royle	Impatiens glandulifera	Impatiens	5	MATCHED
Impatiens noli-tangere L.	Impatiens noli-tangere	Impatiens		MATCHED
Impatiens parviflora DC.	Impatiens parviflora	Impatiens		MATCHED
Inula conyza DC.	Inula conyza	Inula		MATCHED
Inula helenium L.	Inula helenium	Inula		MATCHED
Inula salicina L.	Inula salicina	Inula		MATCHED
Ipomoea purpurea Roth	Ipomoea purpurea	Ipomoea		MATCHED
Iris foetidissima L.	Iris foetidissima	Iris		MATCHED
Iris pallida Lam. [s.l.]	Iris pallida	Iris	25, 27	MATCHED
Iris pseudacorus L.	Iris pseudacorus	Iris	25, 27	MATCHED
Iris sibirica L. [s.l.]	Iris sibirica	Iris	13, 25, 27	MATCHED
Isolepis setacea (L.) R. Br.	Isolepis setacea	Isolepis	13	MATCHED
Isopaches bicrenatus (Schmidel) H. Buch	Isopaches bicrenatus	Isopaches		MATCHED
Isopterygiopsis muelleriana (Schimp.) Z. Iwats.	Isopterygiopsis muelleriana	Isopterygiopsis		MATCHED
Isopterygiopsis pulchella (Hedw.) Z. Iwats.	Isopterygiopsis pulchella	Isopterygiopsis		MATCHED
Isothecium alopecuroides (Dubois) Isov.	Isothecium alopecuroides	Isothecium		MATCHED
Jasione montana L.	Jasione montana	Jasione		MATCHED
Jasminum fruticans L.	Jasminum fruticans	Jasminum		MATCHED
Jochenia pallescens (Hedw.) Hedenäs, Schlesak &amp; D. Quandt	Jochenia pallescens	Jochenia		MATCHED
Juglans ailantifolia Carrière	Juglans ailantifolia	Juglans		MATCHED
Juglans mandshurica Maxim.	Juglans mandshurica	Juglans		MATCHED
Juglans nigra L.	Juglans nigra	Juglans		MATCHED
Juglans regia L.	Juglans regia	Juglans		MATCHED
Juncus acutiflorus Ehrh. ex Hoffm.	Juncus acutiflorus	Juncus		MATCHED
Juncus acutus L.	Juncus acutus	Juncus		MATCHED
Juncus articulatus L.	Juncus articulatus	Juncus		MATCHED
Juncus bufonius L.	Juncus bufonius	Juncus		MATCHED
Juncus bulbosus L.	Juncus bulbosus	Juncus		MATCHED
Juncus compressus Jacq.	Juncus compressus	Juncus		MATCHED
Juncus conglomeratus L.	Juncus conglomeratus	Juncus		MATCHED
Juncus effusus L.	Juncus effusus	Juncus		MATCHED
Juncus filiformis L.	Juncus filiformis	Juncus		MATCHED
Juncus gerardii Loisel.	Juncus gerardii	Juncus		MATCHED
Juncus inflexus L.	Juncus inflexus	Juncus		MATCHED
Juncus maritimus Lam.	Juncus maritimus	Juncus	14	MATCHED
Juncus subnodulosus Schrank	Juncus subnodulosus	Juncus		MATCHED
Juncus tenuis Willd.	Juncus tenuis	Juncus		MATCHED
Jungermannia atrovirens Dumort.	Jungermannia atrovirens	Jungermannia		MATCHED
Juniperus communis L. [s.str.]	Juniperus communis	Juniperus		MATCHED
Juniperus horizontalis Moench	Juniperus horizontalis	Juniperus		MATCHED
Juniperus oxycedrus L.	Juniperus oxycedrus	Juniperus	14	MATCHED
Juniperus sabina L.	Juniperus sabina	Juniperus	14	MATCHED
Kerria japonica (L.) DC.	Kerria japonica	Kerria		MATCHED
Kiaeria falcata (Hedw.) I. Hagen	Kiaeria falcata	Kiaeria		MATCHED
Kiaeria starkei (F. Weber &amp; D. Mohr) I. Hagen	Kiaeria starkei	Kiaeria	14	MATCHED
Kickxia elatine (L.) Dumort. [s.l.]	Kickxia elatine	Kickxia		MATCHED
Kickxia spuria (L.) Dumort.	Kickxia spuria	Kickxia		MATCHED
Kindbergia praelonga (Hedw.) Ochyra	Kindbergia praelonga	Kindbergia		MATCHED
Klasea lycopifolia (Vill.) Á.Löve &amp; D.Löve	Klasea lycopifolia	Klasea	7, 8, 14, 25, 28, 34, 50	MATCHED
Knautia arvensis (L.) Coult.	Knautia arvensis	Knautia		MATCHED
Knautia drymeia Heuff. [s.l.]	Knautia drymeia	Knautia		MATCHED
Knautia illyrica Beck	Knautia illyrica	Knautia		MATCHED
Knautia integrifolia (L.) Bertol.	Knautia integrifolia	Knautia		MATCHED
Knautia longifolia (Waldst. &amp; Kit.) Koch	Knautia longifolia	Knautia		MATCHED
Koeleria macrantha auct.	Koeleria macrantha	Koeleria		MATCHED
Koelreuteria paniculata Laxm.	Koelreuteria paniculata	Koelreuteria		MATCHED
Koenigia polystachya (Wall. ex Meisn.) T.M. Schust. &amp; Reveal	Koenigia polystachya	Koenigia	5	MATCHED
Laburnum alpinum (Mill.) Presl.	Laburnum alpinum	Laburnum		MATCHED
Laburnum anagyroides Medik.	Laburnum anagyroides	Laburnum		MATCHED
Lactuca perennis L.	Lactuca perennis	Lactuca		MATCHED
Lactuca saligna L.	Lactuca saligna	Lactuca		MATCHED
Lactuca sativa L.	Lactuca sativa	Lactuca		MATCHED
Lactuca serriola L.	Lactuca serriola	Lactuca		MATCHED
