ASV,Strand,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Accepted_rank,Accepted_confidence,Raw_SINTAX,Accepted_SINTAX
ASV325,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,0.99,,0.34,,0.34,Family,0.99,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Lamiaceae(0.99),g:Otostegia(0.34),s:Otostegia_fruticosa(0.34)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae"
ASV327,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,1.0,Pinaceae,1.0,Picea,0.92,,,Genus,0.92,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Pinales(1.00),f:Pinaceae(1.00),g:Picea(0.92)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Pinales,f:Pinaceae,g:Picea"
ASV33,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.97,Cyperaceae,0.96,Carex,0.94,,0.46,Genus,0.94,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.97),f:Cyperaceae(0.96),g:Carex(0.94),s:Carex_scirpoidea(0.46)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Cyperaceae,g:Carex"
ASV322,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.71,,0.7,,0.24,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malvales(0.71),f:Malvaceae(0.70),g:Tilia(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV331,+,Eukaryota,1.0,Streptophyta,0.99,Magnoliopsida,0.96,,0.59,,0.59,,0.3,,,Class,0.96,"k:Eukaryota(1.00),p:Streptophyta(0.99),c:Magnoliopsida(0.96),o:Rosales(0.59),f:Rosaceae(0.59),g:Rosa(0.30)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV32,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.6,,0.43,,0.33,,0.2,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.60),f:Betulaceae(0.43),g:Corylus(0.33),s:Corylus_heterophylla(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV312,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Fabales,0.8,Fabaceae,0.8,,0.38,,0.23,Family,0.8,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(0.80),f:Fabaceae(0.80),g:Vicia(0.38),s:Vicia_pannonica(0.23)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae"
ASV333,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.56,,0.56,,0.33,,0.33,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Dipsacales(0.56),f:Caprifoliaceae(0.56),g:Scabiosa(0.33),s:Scabiosa_comosa(0.33)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV334,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.24,,0.19,,0.19,,0.13,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Piperales(0.24),f:Asaraceae(0.19),g:Asarum(0.19),s:Asarum_lewisii(0.13)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV326,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.6,,0.35,,0.12,,0.11,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.60),f:Euphorbiaceae(0.35),g:Croton(0.12),s:Croton_vernicosa(0.11)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV329,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.64,,0.5,,0.44,,0.27,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.64),f:Betulaceae(0.50),g:Corylus(0.44),s:Corylus_heterophylla(0.27)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV337,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Sapindales,0.91,Sapindaceae,0.91,Acer,0.89,,0.61,Genus,0.89,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Sapindales(0.91),f:Sapindaceae(0.91),g:Acer(0.89),s:Acer_pseudosieboldianum(0.61)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Sapindales,f:Sapindaceae,g:Acer"
ASV338,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Fabales,0.91,Fabaceae,0.91,,,,,Family,0.91,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(0.91),f:Fabaceae(0.91)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae"
ASV335,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.64,,0.64,,0.49,,0.49,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Dipsacales(0.64),f:Caprifoliaceae(0.64),g:Scabiosa(0.49),s:Scabiosa_comosa(0.49)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV340,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.98,Rubiaceae,0.98,,0.47,,0.26,Family,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.98),f:Rubiaceae(0.98),g:Galium(0.47),s:Galium_bungei(0.26)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV342,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.75,,0.7,,0.18,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.75),f:Rosaceae(0.70),g:Rosa(0.18)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV330,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Sapindales,0.88,Sapindaceae,0.87,Acer,0.86,,0.6,Genus,0.86,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Sapindales(0.88),f:Sapindaceae(0.87),g:Acer(0.86),s:Acer_pseudosieboldianum(0.60)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Sapindales,f:Sapindaceae,g:Acer"
ASV34,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.69,,0.65,,0.16,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.69),f:Rosaceae(0.65),g:Rosa(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV343,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,0.99,Pinaceae,0.99,Abies,0.96,,,Genus,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(1.00),o:Pinales(0.99),f:Pinaceae(0.99),g:Abies(0.96)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Pinales,f:Pinaceae,g:Abies"
ASV346,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.96,Rubiaceae,0.95,,0.41,,,Family,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.96),f:Rubiaceae(0.95),g:Galium(0.41)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV344,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.39,,0.31,,0.12,,0.06,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.39),f:Rosaceae(0.31),g:Potentilla(0.12),s:Potentilla_argentea(0.06)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV341,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.96,Rubiaceae,0.95,,0.48,,0.29,Family,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Gentianales(0.96),f:Rubiaceae(0.95),g:Galium(0.48),s:Galium_bungei(0.29)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Gentianales,f:Rubiaceae"
ASV350,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,1.0,Salicaceae,1.0,Salix,0.98,,0.72,Genus,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Salicaceae(1.00),g:Salix(0.98),s:Salix_koriyanagi(0.72)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Malpighiales,f:Salicaceae,g:Salix"
ASV351,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.99,Poaceae,0.86,,0.27,,0.14,Family,0.86,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.99),f:Poaceae(0.86),g:Elymus(0.27),s:Elymus_sibiricus(0.14)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV354,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Fabales,0.96,Fabaceae,0.96,,0.43,,0.43,Family,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(0.96),f:Fabaceae(0.96),g:Dunbaria(0.43),s:Dunbaria_nivea(0.43)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae"
ASV347,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Celastrales,0.82,Celastraceae,0.82,,0.16,,0.16,Family,0.82,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Celastrales(0.82),f:Celastraceae(0.82),g:Brexiella(0.16),s:Brexiella_sp._RHA-2013c(0.16)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Celastrales,f:Celastraceae"
ASV355,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.76,,0.76,,0.16,,0.15,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Celastrales(0.76),f:Celastraceae(0.76),g:Brexiella(0.16),s:Brexiella_sp._RHA-2013c(0.15)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV345,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.79,,0.79,,0.71,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Dipsacales(0.79),f:Caprifoliaceae(0.79),g:Scabiosa(0.71)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV35,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.65,,,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.68),f:Rosaceae(0.65)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV356,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Cyperaceae,1.0,Carex,0.98,,0.69,Genus,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(1.00),f:Cyperaceae(1.00),g:Carex(0.98),s:Carex_siderosticta(0.69)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Cyperaceae,g:Carex"
ASV357,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.74,,0.71,,0.19,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.74),f:Rosaceae(0.71),g:Rosa(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV358,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.99,Pinales,0.96,Pinaceae,0.96,Abies,0.95,,,Genus,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(0.99),o:Pinales(0.96),f:Pinaceae(0.96),g:Abies(0.95)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Pinales,f:Pinaceae,g:Abies"
ASV360,+,Eukaryota,1.0,Streptophyta,0.94,,0.79,,0.27,,0.19,,0.1,,,Phylum,0.94,"k:Eukaryota(1.00),p:Streptophyta(0.94),c:Magnoliopsida(0.79),o:Poales(0.27),f:Poaceae(0.19),g:Sporobolus(0.10)","k:Eukaryota,p:Streptophyta"
ASV336,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Juncaceae,1.0,Luzula,0.99,Luzula acuminata,0.95,Species,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(1.00),f:Juncaceae(1.00),g:Luzula(0.99),s:Luzula_acuminata(0.95)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula,s:Luzula_acuminata"
ASV339,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.72,,0.7,,0.21,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.72),f:Rosaceae(0.70),g:Rosa(0.21)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV353,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.61,,0.37,,0.1,,0.1,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.61),f:Euphorbiaceae(0.37),g:Croton(0.10),s:Croton_vernicosa(0.10)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV361,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.41,,0.17,,0.17,,0.17,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.41),f:Juglandaceae(0.17),g:Platycarya(0.17),s:Platycarya_longipes(0.17)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV36,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,Rosaceae,0.81,,0.19,,,Family,0.81,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.81),f:Rosaceae(0.81),g:Potentilla(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae"
ASV362,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.7,,0.68,,0.38,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(0.70),f:Campanulaceae(0.68),g:Campanula(0.38)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV352,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.74,,0.7,,0.19,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.74),f:Rosaceae(0.70),g:Rosa(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV368,+,Eukaryota,1.0,Streptophyta,0.97,,0.73,,0.14,,0.07,,0.04,,0.04,Phylum,0.97,"k:Eukaryota(1.00),p:Streptophyta(0.97),c:Magnoliopsida(0.73),o:Poales(0.14),f:Poaceae(0.07),g:Poa(0.04),s:Poa_sintenisii(0.04)","k:Eukaryota,p:Streptophyta"
ASV364,+,Eukaryota,1.0,Streptophyta,1.0,,0.39,,0.36,,0.36,,0.28,,0.17,Phylum,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Polypodiopsida(0.39),o:Ophioglossales(0.36),f:Ophioglossaceae(0.36),g:Ophioglossum(0.28),s:Ophioglossum_coriaceum(0.17)","k:Eukaryota,p:Streptophyta"
ASV366,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.96,Juncaceae,0.96,Luzula,0.96,,0.74,Genus,0.96,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.96),f:Juncaceae(0.96),g:Luzula(0.96),s:Luzula_acuminata(0.74)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula"
ASV365,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Liliales,1.0,Liliaceae,1.0,,0.71,,,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Liliales(1.00),f:Liliaceae(1.00),g:Amana(0.71)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Liliales,f:Liliaceae"
ASV40,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,,0.78,,0.23,,,Order,0.81,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.81),f:Rosaceae(0.78),g:Rosa(0.23)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales"
ASV41,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.65,,0.18,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.68),f:Rosaceae(0.65),g:Rosa(0.18)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV39,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.65,,0.54,,0.44,,0.21,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.65),f:Betulaceae(0.54),g:Corylus(0.44),s:Corylus_heterophylla(0.21)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV359,+,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.98,Cupressales,0.98,Cupressaceae,0.98,,0.49,,,Family,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Pinopsida(0.98),o:Cupressales(0.98),f:Cupressaceae(0.98),g:Juniperus(0.49)","k:Eukaryota,p:Streptophyta,c:Pinopsida,o:Cupressales,f:Cupressaceae"
ASV42,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.78,,0.77,,0.15,,0.07,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.78),f:Rosaceae(0.77),g:Rosa(0.15),s:Rosa_rugosa(0.07)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV363,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.54,,0.54,,0.54,,0.21,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.54),f:Cyperaceae(0.54),g:Carex(0.54),s:Carex_siderosticta(0.21)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV48,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,Rosaceae,0.8,,0.25,,,Family,0.8,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.81),f:Rosaceae(0.80),g:Rosa(0.25)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae"
ASV46,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.39,,0.38,,0.28,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Saxifragales(0.39),f:Saxifragaceae(0.38),g:Saxifraga(0.28)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV367,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Poaceae,1.0,,0.31,,0.31,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Dactyloctenium(0.31),s:Dactyloctenium_aegyptium(0.31)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Poaceae"
ASV4,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.56,,0.54,,,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.56),f:Rosaceae(0.54)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV47,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.54,,0.46,,0.23,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.68),f:Betulaceae(0.54),g:Corylus(0.46),s:Corylus_heterophylla(0.23)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV37,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.62,,0.44,,0.36,,0.19,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.62),f:Betulaceae(0.44),g:Corylus(0.36),s:Corylus_heterophylla(0.19)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV5,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.78,,0.76,,,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.78),f:Rosaceae(0.76)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV45,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Lamiaceae,0.98,,0.43,,0.43,Family,0.98,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.99),f:Lamiaceae(0.98),g:Otostegia(0.43),s:Otostegia_fruticosa(0.43)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae"
ASV51,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.46,,0.46,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Lamiaceae(1.00),g:Otostegia(0.46),s:Otostegia_fruticosa(0.46)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae"
ASV52,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.38,,0.38,Family,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Lamiaceae(1.00),g:Otostegia(0.38),s:Otostegia_fruticosa(0.38)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae"
ASV53,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.97,Lamiaceae,0.97,,0.4,,0.4,Family,0.97,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.97),f:Lamiaceae(0.97),g:Otostegia(0.40),s:Otostegia_fruticosa(0.40)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Lamiaceae"
ASV55,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Cyperaceae,0.98,Carex,0.97,,0.48,Genus,0.97,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.98),f:Cyperaceae(0.98),g:Carex(0.97),s:Carex_scirpoidea(0.48)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Cyperaceae,g:Carex"
ASV54,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.8,,0.75,,0.2,,,Order,0.8,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.80),f:Rosaceae(0.75),g:Rosa(0.20)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Rosales"
ASV43,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.71,,0.63,,0.24,,,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.71),f:Rosaceae(0.63),g:Rosa(0.24)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
ASV56,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.97,Juncaceae,0.97,Luzula,0.97,Luzula acuminata,0.95,Species,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.97),f:Juncaceae(0.97),g:Luzula(0.97),s:Luzula_acuminata(0.95)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula,s:Luzula_acuminata"
ASV44,-,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Juncaceae,0.98,Luzula,0.98,Luzula acuminata,0.93,Species,0.93,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Poales(0.98),f:Juncaceae(0.98),g:Luzula(0.98),s:Luzula_acuminata(0.93)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Poales,f:Juncaceae,g:Luzula,s:Luzula_acuminata"
ASV58,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Orobanchaceae,0.97,Lathraea,0.95,Lathraea squamaria,0.95,Species,0.95,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(0.99),f:Orobanchaceae(0.97),g:Lathraea(0.95),s:Lathraea_squamaria(0.95)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida,o:Lamiales,f:Orobanchaceae,g:Lathraea,s:Lathraea_squamaria"
ASV6,+,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.77,,0.75,,0.16,,0.15,Class,1.0,"k:Eukaryota(1.00),p:Streptophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.77),f:Rosaceae(0.75),g:Geum(0.16),s:Geum_urbanum(0.15)","k:Eukaryota,p:Streptophyta,c:Magnoliopsida"
